pair,actual_x,actual_y,predicted_x,predicted_y,error,success,raw_score,edge_score,gradient_score,projection_score,combined_score,confidence,scale,angle,second_score,score_margin,uniqueness,candidate_count,recovery_used,consensus_support,consensus_score,ambiguous,weak_match,failure_class
pair_290,299,801,298,801,1.0,1,0.732237,0.476549,0.151628,0.93628,0.605786,0.605786,1.06,-1.0,0.504129,0.101657,0.16781,20,0,0,0.605786,0,0,SUCCESS
pair_291,28,619,28,619,0.0,1,0.791695,0.624975,0.16283,0.932395,0.660718,0.660718,1.0,1.0,0.462825,0.197893,0.299513,20,0,0,0.660718,0,0,SUCCESS
pair_292,51,430,51,430,0.0,1,0.833306,0.557741,0.148763,0.957339,0.666091,0.666091,0.98,1.0,0.469596,0.196495,0.294997,20,0,0,0.666091,0,0,SUCCESS
pair_293,828,78,828,78,0.0,1,0.824581,0.69927,0.178972,0.94063,0.693607,0.693607,0.92,1.0,0.533107,0.1605,0.231399,20,0,0,0.693607,0,0,SUCCESS
pair_294,299,811,299,811,0.0,1,0.807336,0.516458,0.144972,0.979546,0.651129,0.651129,0.96,2.0,0.494042,0.157087,0.241253,20,0,0,0.651129,0,0,SUCCESS
pair_295,684,825,684,825,0.0,1,0.712931,0.422596,0.134684,0.941824,0.584993,0.584993,0.92,1.0,0.454239,0.130754,0.223514,20,0,0,0.584993,0,0,SUCCESS
pair_296,280,725,280,726,1.0,1,0.736474,0.491585,0.140433,0.980436,0.61708,0.61708,0.94,-2.0,0.506645,0.110436,0.178965,20,0,0,0.61708,0,0,SUCCESS
pair_297,481,63,481,63,0.0,1,0.798054,0.62099,0.163144,0.951439,0.666336,0.666336,0.92,-1.0,0.474777,0.191559,0.287481,20,0,0,0.666336,0,0,SUCCESS
pair_298,48,407,48,408,1.0,1,0.704157,0.465784,0.143624,0.952582,0.594061,0.594061,1.02,1.0,0.49687,0.097191,0.163604,20,0,0,0.594061,0,0,SUCCESS
pair_299,51,749,51,749,0.0,1,0.825722,0.577356,0.151611,0.96994,0.67007,0.67007,1.04,-2.0,0.522815,0.147256,0.219761,20,0,0,0.67007,0,0,SUCCESS
pair_300,149,199,149,199,0.0,1,0.8369,0.703152,0.171213,0.969299,0.703493,0.703493,1.08,2.0,0.524961,0.178532,0.25378,20,0,0,0.703493,0,0,SUCCESS
pair_301,25,888,25,888,0.0,1,0.74105,0.495691,0.138623,0.952385,0.61376,0.61376,0.94,1.0,0.45495,0.15881,0.258749,20,0,0,0.61376,0,0,SUCCESS
pair_302,47,216,47,217,1.0,1,0.803483,0.48144,0.146073,0.942569,0.63541,0.63541,1.02,0.0,0.513311,0.122099,0.192158,20,0,0,0.63541,0,0,SUCCESS
pair_303,46,132,47,132,1.0,1,0.775504,0.45956,0.144978,0.957984,0.622706,0.622706,0.98,1.0,0.503133,0.119573,0.192021,20,0,0,0.622706,0,0,SUCCESS
pair_304,419,838,419,837,1.0,1,0.743779,0.493529,0.148457,0.962602,0.618429,0.618429,1.02,-2.0,0.487853,0.130576,0.211142,20,0,0,0.618429,0,0,SUCCESS
pair_305,198,417,198,417,0.0,1,0.743464,0.5799,0.161413,0.946547,0.634958,0.634958,0.92,1.0,0.43777,0.197187,0.310552,20,0,0,0.634958,0,0,SUCCESS
pair_306,133,182,133,183,1.0,1,0.751933,0.455222,0.143477,0.956091,0.611731,0.611731,0.92,-2.0,0.508152,0.10358,0.169322,20,0,0,0.611731,0,0,SUCCESS
pair_307,315,544,315,544,0.0,1,0.792889,0.404204,0.140168,0.941256,0.614281,0.614281,0.98,-1.0,0.495803,0.118478,0.192873,20,0,0,0.614281,0,0,SUCCESS
pair_308,164,167,164,167,0.0,1,0.774102,0.685632,0.167654,0.930808,0.666459,0.623878,1.055,-0.5,0.578575,0.045303,0.072616,20,1,8,0.635878,1,0,SUCCESS
pair_309,639,284,640,285,1.4142,1,0.686159,0.46529,0.148499,0.957979,0.588817,0.5373,1.055,-1.5,0.476792,0.060508,0.112614,20,1,8,0.5493,0,1,SUCCESS
pair_310,775,859,775,859,0.0,1,0.783529,0.681194,0.166247,0.948123,0.672525,0.628314,0.995,-1.5,0.432366,0.195948,0.311863,20,1,8,0.640314,0,1,SUCCESS
pair_311,386,186,386,187,1.0,1,0.677349,0.487304,0.150889,0.968552,0.592289,0.592289,1.0,-2.0,0.470935,0.121353,0.204889,20,0,0,0.592289,0,0,SUCCESS
pair_312,673,313,673,313,0.0,1,0.73871,0.613218,0.162035,0.906462,0.631827,0.588331,0.965,-1.0,0.422282,0.166049,0.282237,20,1,8,0.600331,0,1,SUCCESS
pair_313,618,740,618,740,0.0,1,0.804132,0.590829,0.156644,0.95443,0.662033,0.662033,1.06,-1.0,0.4936,0.168433,0.254417,20,0,0,0.662033,0,0,SUCCESS
pair_314,203,572,203,572,0.0,1,0.7394,0.555708,0.147592,0.950475,0.626515,0.626515,1.02,-1.0,0.465267,0.161248,0.257373,20,0,0,0.626515,0,0,SUCCESS
pair_315,239,428,240,428,1.0,1,0.687792,0.47926,0.148977,0.960348,0.592834,0.592834,0.98,2.0,0.466819,0.126015,0.212564,20,0,0,0.592834,0,0,SUCCESS
pair_316,594,738,594,738,0.0,1,0.819764,0.663735,0.164749,0.95658,0.684919,0.684919,0.98,1.0,0.476199,0.20872,0.304736,20,0,0,0.684919,0,0,SUCCESS
pair_317,49,823,49,823,0.0,1,0.805918,0.584654,0.161488,0.932437,0.658083,0.658083,1.0,0.0,0.504583,0.1535,0.233254,20,0,0,0.658083,0,0,SUCCESS
pair_318,596,21,596,21,0.0,1,0.830529,0.541056,0.146704,0.948639,0.659491,0.659491,1.06,-1.0,0.452459,0.207032,0.313927,20,0,0,0.659491,0,0,SUCCESS
pair_319,804,242,804,242,0.0,1,0.806048,0.60399,0.152794,0.945028,0.662781,0.662781,1.0,1.0,0.499518,0.163264,0.246331,20,0,0,0.662781,0,0,SUCCESS
pair_320,74,17,74,17,0.0,1,0.794263,0.677876,0.172127,0.937007,0.675107,0.631044,1.005,-1.5,0.457946,0.173098,0.274305,20,1,8,0.643044,0,1,SUCCESS
pair_321,673,828,673,828,0.0,1,0.839742,0.640962,0.152995,0.94775,0.684238,0.684238,1.02,1.0,0.513984,0.170255,0.248824,20,0,0,0.684238,0,0,SUCCESS
pair_322,213,184,213,184,0.0,1,0.7325,0.572776,0.163017,0.943059,0.628771,0.581782,0.995,1.5,0.446628,0.135154,0.232311,20,1,8,0.593782,0,1,SUCCESS
pair_323,808,82,808,83,1.0,1,0.708882,0.423554,0.132557,0.910506,0.576876,0.523712,0.925,0.5,0.405908,0.117804,0.224941,20,1,8,0.535712,0,1,SUCCESS
pair_324,491,878,491,878,0.0,1,0.777992,0.615415,0.166539,0.951878,0.657963,0.610567,1.055,-2.0,0.59781,0.012757,0.020894,20,1,8,0.622567,1,0,SUCCESS
pair_325,391,438,516,84,375.4211,0,0.778548,0.656815,0.195834,0.94873,0.671695,0.627964,1.0,0.0,0.624773,0.003191,0.005081,20,1,0,0.627964,1,0,CATASTROPHIC_WRONG_LOCATION|AMBIGUOUS|RECOVERY_USED
pair_326,661,640,661,640,0.0,1,0.745435,0.484673,0.152375,0.928297,0.611243,0.559409,1.055,-0.5,0.452534,0.106875,0.19105,20,1,8,0.571409,0,1,SUCCESS
pair_327,640,399,640,399,0.0,1,0.758442,0.688495,0.170198,0.903861,0.655888,0.655888,1.04,0.0,0.473957,0.18193,0.27738,20,0,0,0.655888,0,0,SUCCESS
pair_328,30,665,29,665,1.0,1,0.708577,0.488676,0.144526,0.960639,0.602199,0.602199,0.98,1.0,0.510915,0.091284,0.151584,20,0,0,0.602199,0,0,SUCCESS
pair_329,253,418,253,419,1.0,1,0.799148,0.483096,0.142988,0.9457,0.634016,0.634016,1.04,0.0,0.488445,0.145571,0.229601,20,0,0,0.634016,0,0,SUCCESS
pair_330,60,794,60,793,1.0,1,0.745458,0.425915,0.14309,0.918601,0.595704,0.595704,1.02,0.0,0.47741,0.118294,0.198579,20,0,0,0.595704,0,0,SUCCESS
pair_331,595,505,596,506,1.4142,1,0.757505,0.455328,0.137146,0.971344,0.615766,0.615766,0.94,-2.0,0.490507,0.125259,0.203419,20,0,0,0.615766,0,0,SUCCESS
pair_332,573,358,574,359,1.4142,1,0.701875,0.467826,0.151404,0.958923,0.596381,0.596381,1.04,2.0,0.476915,0.119465,0.200317,20,0,0,0.596381,0,0,SUCCESS
pair_333,846,549,847,550,1.4142,1,0.692992,0.485262,0.143913,0.933394,0.589711,0.589711,0.94,1.0,0.488962,0.100749,0.170845,20,0,0,0.589711,0,0,SUCCESS
pair_334,898,131,897,131,1.0,1,0.582757,0.455631,0.146664,0.880162,0.529594,0.486563,0.935,-0.5,0.414215,0.072348,0.148692,20,1,8,0.498563,0,1,SUCCESS
pair_335,263,764,263,764,0.0,1,0.819924,0.673597,0.168231,0.959523,0.68824,0.68824,0.94,-1.0,0.488562,0.199678,0.290128,20,0,0,0.68824,0,0,SUCCESS
pair_336,838,811,838,810,1.0,1,0.806212,0.48486,0.140814,0.967937,0.641207,0.641207,0.98,1.0,0.507175,0.134032,0.209031,20,0,0,0.641207,0,0,SUCCESS
pair_337,478,48,478,48,0.0,1,0.772837,0.596204,0.155199,0.951521,0.64972,0.64972,1.0,-1.0,0.523057,0.126663,0.19495,20,0,0,0.64972,0,0,SUCCESS
pair_338,530,329,530,330,1.0,1,0.711586,0.410816,0.140091,0.937305,0.582277,0.582277,0.92,1.0,0.459995,0.122281,0.210005,20,0,0,0.582277,0,0,SUCCESS
pair_339,656,463,656,463,0.0,1,0.680587,0.468286,0.148624,0.935034,0.582623,0.582623,1.04,-1.0,0.489485,0.093138,0.15986,20,0,0,0.582623,0,0,SUCCESS
pair_340,222,791,221,791,1.0,1,0.807977,0.457006,0.14049,0.966031,0.635896,0.635896,1.02,1.0,0.499414,0.136482,0.21463,20,0,0,0.635896,0,0,SUCCESS
pair_341,837,453,837,453,0.0,1,0.738726,0.588034,0.162133,0.932179,0.63196,0.585923,1.055,1.5,0.399894,0.186029,0.317497,20,1,8,0.597923,0,1,SUCCESS
pair_342,199,396,199,396,0.0,1,0.804574,0.512724,0.141809,0.948366,0.642409,0.642409,1.02,1.0,0.472669,0.16974,0.264224,20,0,0,0.642409,0,0,SUCCESS
pair_343,736,246,736,246,0.0,1,0.762538,0.686996,0.166993,0.934147,0.662642,0.662642,0.92,2.0,0.489926,0.172717,0.260648,20,0,0,0.662642,0,0,SUCCESS
pair_344,869,567,869,568,1.0,1,0.678185,0.470207,0.149161,0.9611,0.587368,0.587368,0.94,-2.0,0.461283,0.126085,0.21466,20,0,0,0.587368,0,0,SUCCESS
pair_345,312,265,312,265,0.0,1,0.783172,0.676544,0.169939,0.94872,0.672309,0.628039,0.945,-1.0,0.459372,0.168667,0.268561,20,1,8,0.640039,0,1,SUCCESS
pair_346,715,425,715,425,0.0,1,0.766143,0.668979,0.166635,0.925638,0.658707,0.658707,0.96,0.0,0.492871,0.165837,0.251761,20,0,0,0.658707,0,0,SUCCESS
pair_347,864,603,864,603,0.0,1,0.787527,0.723945,0.169348,0.938072,0.681284,0.639668,0.995,-1.5,0.481284,0.158384,0.247604,20,1,8,0.651668,0,1,SUCCESS
pair_348,325,154,325,154,0.0,1,0.753096,0.57131,0.160488,0.925369,0.632672,0.632672,1.04,0.0,0.51256,0.120111,0.189848,20,0,0,0.632672,0,0,SUCCESS
pair_349,302,661,302,661,0.0,1,0.828697,0.716621,0.161757,0.957122,0.698579,0.653207,0.995,0.5,0.45148,0.201727,0.308826,20,1,8,0.665207,0,1,SUCCESS
pair_350,470,365,470,365,0.0,1,0.783316,0.662418,0.163578,0.949519,0.668429,0.623087,1.035,1.5,0.453167,0.169921,0.272708,20,1,8,0.635087,0,1,SUCCESS
pair_351,410,67,410,67,0.0,1,0.871697,0.608321,0.150971,0.984986,0.697534,0.697534,1.02,-2.0,0.493711,0.203823,0.292206,20,0,0,0.697534,0,0,SUCCESS
pair_352,502,760,503,761,1.4142,1,0.726852,0.479952,0.142232,0.961837,0.607545,0.607545,0.98,-1.0,0.491781,0.115764,0.190544,20,0,0,0.607545,0,0,SUCCESS
pair_353,801,136,801,136,0.0,1,0.756593,0.62822,0.16154,0.945412,0.649671,0.604059,1.015,-1.0,0.434489,0.16957,0.280717,20,1,8,0.616059,0,1,SUCCESS
pair_354,228,33,228,33,0.0,1,0.72244,0.533734,0.152458,0.954123,0.617039,0.617039,1.02,-2.0,0.468843,0.148196,0.240173,20,0,0,0.617039,0,0,SUCCESS
pair_355,433,237,433,236,1.0,1,0.680853,0.438767,0.154567,0.95602,0.582212,0.582212,1.04,2.0,0.485501,0.096711,0.166109,20,0,0,0.582212,0,0,SUCCESS
pair_356,597,44,596,44,1.0,1,0.717626,0.517426,0.14689,0.929249,0.605764,0.605764,0.94,0.0,0.478799,0.126964,0.209594,20,0,0,0.605764,0,0,SUCCESS
pair_357,197,857,197,857,0.0,1,0.777325,0.564264,0.154893,0.968553,0.648472,0.648472,1.06,-2.0,0.578599,0.069873,0.107751,20,0,0,0.648472,0,0,SUCCESS
pair_358,121,827,121,827,0.0,1,0.793362,0.643704,0.166211,0.951615,0.669651,0.669651,1.06,1.0,0.464999,0.204652,0.305609,20,0,0,0.669651,0,0,SUCCESS
pair_359,216,623,215,622,1.4142,1,0.75512,0.425029,0.140965,0.973384,0.609923,0.609923,1.02,2.0,0.47326,0.136663,0.224067,20,0,0,0.609923,0,0,SUCCESS
pair_360,799,822,799,821,1.0,1,0.70022,0.510841,0.148154,0.928011,0.597489,0.597489,0.96,0.0,0.492431,0.105058,0.175832,20,0,0,0.597489,0,0,SUCCESS
pair_361,676,758,675,758,1.0,1,0.764044,0.397751,0.142257,0.939328,0.601485,0.601485,1.06,1.0,0.469782,0.131703,0.218963,20,0,0,0.601485,0,0,SUCCESS
pair_362,538,500,538,500,0.0,1,0.734486,0.612202,0.160838,0.901545,0.628712,0.628712,0.92,0.0,0.474568,0.154144,0.245174,20,0,0,0.628712,0,0,SUCCESS
pair_363,484,829,484,830,1.0,1,0.705473,0.44536,0.142516,0.926918,0.585148,0.585148,0.96,1.0,0.456078,0.12907,0.220576,20,0,0,0.585148,0,0,SUCCESS
pair_364,402,374,402,374,0.0,1,0.855772,0.66226,0.170041,0.967433,0.702255,0.65271,1.055,-1.0,0.570527,0.082184,0.125911,20,1,8,0.66471,1,0,SUCCESS
pair_365,318,338,317,337,1.4142,1,0.692605,0.483649,0.151498,0.956185,0.595308,0.595308,1.02,2.0,0.470814,0.124495,0.209127,20,0,0,0.595308,0,0,SUCCESS
pair_366,851,848,851,848,0.0,1,0.790086,0.544743,0.146595,0.974125,0.649127,0.649127,0.92,-2.0,0.495461,0.153666,0.236727,20,0,0,0.649127,0,0,SUCCESS
pair_367,248,72,248,72,0.0,1,0.782503,0.666156,0.170259,0.927097,0.665704,0.622044,1.035,-0.5,0.465652,0.156393,0.251417,20,1,8,0.634044,0,1,SUCCESS
pair_368,413,766,413,767,1.0,1,0.772078,0.47327,0.138621,0.94043,0.619295,0.619295,0.94,1.0,0.485262,0.134034,0.216429,20,0,0,0.619295,0,0,SUCCESS
pair_369,790,846,790,846,0.0,1,0.761528,0.511872,0.138399,0.960834,0.626832,0.573228,0.945,1.5,0.43138,0.141848,0.247455,20,1,8,0.585228,0,1,SUCCESS
pair_370,314,231,314,231,0.0,1,0.808072,0.651322,0.168478,0.93769,0.674727,0.674727,0.94,-1.0,0.476617,0.19811,0.293615,20,0,0,0.674727,0,0,SUCCESS
pair_371,645,192,645,192,0.0,1,0.725942,0.570562,0.158101,0.943698,0.624849,0.624849,1.02,-2.0,0.472725,0.152124,0.243457,20,0,0,0.624849,0,0,SUCCESS
pair_372,139,690,140,690,1.0,1,0.777599,0.42113,0.139064,0.952302,0.613539,0.613539,0.92,1.0,0.512877,0.100661,0.164067,20,0,0,0.613539,0,0,SUCCESS
pair_373,413,225,413,225,0.0,1,0.814613,0.605152,0.148238,0.928484,0.66222,0.66222,1.02,0.0,0.48571,0.17651,0.266543,20,0,0,0.66222,0,0,SUCCESS
pair_374,783,62,783,62,0.0,1,0.738341,0.591688,0.163869,0.93535,0.633518,0.633518,1.02,2.0,0.471864,0.161654,0.255168,20,0,0,0.633518,0,0,SUCCESS
pair_375,397,695,397,696,1.0,1,0.754979,0.455911,0.136905,0.951048,0.610764,0.610764,1.04,1.0,0.46048,0.150285,0.24606,20,0,0,0.610764,0,0,SUCCESS
pair_376,107,324,108,324,1.0,1,0.705767,0.48569,0.151529,0.92023,0.593797,0.593797,0.94,0.0,0.477319,0.116477,0.196157,20,0,0,0.593797,0,0,SUCCESS
pair_377,189,90,189,90,0.0,1,0.753952,0.440028,0.140472,0.93688,0.605057,0.605057,0.92,1.0,0.448232,0.156825,0.259191,20,0,0,0.605057,0,0,SUCCESS
pair_378,377,189,377,189,0.0,1,0.764148,0.604612,0.156657,0.930293,0.643972,0.643972,0.92,-1.0,0.483751,0.16022,0.2488,20,0,0,0.643972,0,0,SUCCESS
pair_379,768,628,768,628,0.0,1,0.835209,0.681084,0.17517,0.950168,0.695368,0.695368,1.0,1.0,0.531084,0.164284,0.236255,20,0,0,0.695368,0,0,SUCCESS
pair_380,380,439,380,439,0.0,1,0.804083,0.629249,0.162232,0.97352,0.674633,0.674633,0.94,2.0,0.49404,0.180593,0.267691,20,0,0,0.674633,0,0,SUCCESS
pair_381,437,550,437,550,0.0,1,0.82204,0.676622,0.168987,0.953605,0.688659,0.642157,0.995,-0.5,0.454937,0.18722,0.291549,20,1,8,0.654157,0,1,SUCCESS
pair_382,387,706,388,707,1.4142,1,0.716055,0.466087,0.139282,0.949212,0.597338,0.597338,0.98,-2.0,0.474955,0.122384,0.204881,20,0,0,0.597338,0,0,SUCCESS
pair_383,75,379,75,379,0.0,1,0.752074,0.658205,0.159191,0.907354,0.645779,0.645779,1.0,0.0,0.496511,0.149268,0.231145,20,0,0,0.645779,0,0,SUCCESS
pair_384,801,599,802,599,1.0,1,0.683212,0.452006,0.145831,0.944163,0.581685,0.581685,0.98,-1.0,0.505929,0.075756,0.130236,20,0,0,0.581685,0,0,SUCCESS
pair_385,296,817,296,817,0.0,1,0.801624,0.532364,0.14824,0.971718,0.651114,0.651114,1.04,-2.0,0.474854,0.17626,0.270705,20,0,0,0.651114,0,0,SUCCESS
pair_386,180,567,180,567,0.0,1,0.652104,0.471854,0.141175,0.936326,0.570713,0.521943,0.925,2.0,0.411968,0.109974,0.210702,20,1,8,0.533943,0,1,SUCCESS
pair_387,375,566,375,566,0.0,1,0.778685,0.635797,0.164254,0.930489,0.657582,0.657582,0.96,1.0,0.466889,0.190693,0.289992,20,0,0,0.657582,0,0,SUCCESS
pair_388,738,117,739,118,1.4142,1,0.757307,0.391694,0.141294,0.932129,0.595946,0.595946,1.02,-1.0,0.463408,0.132538,0.2224,20,0,0,0.595946,0,0,SUCCESS
pair_389,291,335,291,335,0.0,1,0.75752,0.665119,0.157955,0.934657,0.654554,0.611099,1.005,-1.5,0.406674,0.204425,0.33452,20,1,8,0.623099,0,1,SUCCESS
pair_390,620,113,620,113,0.0,1,0.733903,0.540421,0.151087,0.913173,0.614497,0.566719,1.035,-1.0,0.44505,0.121669,0.21469,20,1,8,0.578719,0,1,SUCCESS
pair_391,839,693,839,693,0.0,1,0.819589,0.597209,0.166325,0.977359,0.676014,0.676014,1.04,2.0,0.512306,0.163709,0.242167,20,0,0,0.676014,0,0,SUCCESS
pair_392,195,440,195,440,0.0,1,0.797621,0.584285,0.155596,0.975095,0.662044,0.662044,1.06,-2.0,0.482215,0.179828,0.271626,20,0,0,0.662044,0,0,SUCCESS
pair_393,105,134,105,133,1.0,1,0.710498,0.465921,0.152214,0.971512,0.602129,0.602129,1.04,2.0,0.514684,0.087445,0.145226,20,0,0,0.602129,0,0,SUCCESS
pair_394,609,612,609,612,0.0,1,0.8177,0.691567,0.176609,0.938557,0.688427,0.688427,1.06,0.0,0.496992,0.191435,0.278076,20,0,0,0.688427,0,0,SUCCESS
pair_395,641,264,641,264,0.0,1,0.777497,0.609286,0.157172,0.937007,0.651692,0.651692,0.92,1.0,0.449097,0.202595,0.310875,20,0,0,0.651692,0,0,SUCCESS
pair_396,299,244,299,244,0.0,1,0.805979,0.609134,0.159875,0.947058,0.665605,0.665605,1.06,-1.0,0.467669,0.197936,0.297378,20,0,0,0.665605,0,0,SUCCESS
pair_397,577,359,577,359,0.0,1,0.793122,0.676853,0.173252,0.953905,0.678051,0.633204,1.055,-1.5,0.53536,0.097844,0.154523,20,1,8,0.645204,1,0,SUCCESS
pair_398,616,171,616,171,0.0,1,0.817692,0.579715,0.152377,0.958601,0.665215,0.665215,1.06,-1.0,0.499616,0.165599,0.248941,20,0,0,0.665215,0,0,SUCCESS
pair_399,564,62,564,62,0.0,1,0.844241,0.74334,0.177758,0.96082,0.71408,0.71408,1.06,-1.0,0.486754,0.227326,0.318348,20,0,0,0.71408,0,0,SUCCESS
pair_400,687,861,687,861,0.0,1,0.865698,0.649493,0.166853,0.975193,0.704587,0.653359,0.995,1.5,0.618859,0.0345,0.052804,20,1,8,0.665359,1,0,SUCCESS
pair_401,136,246,137,246,1.0,1,0.727409,0.477317,0.152085,0.961808,0.609206,0.609206,1.04,2.0,0.503973,0.105233,0.172737,20,0,0,0.609206,0,0,SUCCESS
pair_402,594,810,594,810,0.0,1,0.818183,0.690742,0.164429,0.953362,0.68898,0.68898,0.96,1.0,0.4722,0.21678,0.314638,20,0,0,0.68898,0,0,SUCCESS
pair_403,81,678,81,678,0.0,1,0.789256,0.621843,0.162119,0.940757,0.660646,0.660646,0.96,1.0,0.473965,0.186681,0.282573,20,0,0,0.660646,0,0,SUCCESS
pair_404,655,565,655,565,0.0,1,0.674032,0.530939,0.159508,0.883745,0.584451,0.584451,0.94,0.0,0.474808,0.109643,0.1876,20,0,0,0.584451,0,0,SUCCESS
pair_405,220,241,220,241,0.0,1,0.8308,0.641272,0.167617,0.952397,0.684577,0.684577,0.98,0.0,0.53335,0.151227,0.220906,20,0,0,0.684577,0,0,SUCCESS
pair_406,226,741,226,741,0.0,1,0.87115,0.6414,0.151328,0.985195,0.704045,0.704045,0.96,-2.0,0.521076,0.182969,0.259883,20,0,0,0.704045,0,0,SUCCESS
pair_407,144,411,144,411,0.0,1,0.790456,0.509464,0.144192,0.916709,0.630255,0.57758,1.045,0.5,0.436384,0.141196,0.244461,20,1,8,0.58958,0,1,SUCCESS
pair_408,815,840,815,840,0.0,1,0.668303,0.481137,0.151284,0.937071,0.58122,0.58122,0.94,-2.0,0.473387,0.107833,0.185529,20,0,0,0.58122,0,0,SUCCESS
pair_409,474,424,474,424,0.0,1,0.791682,0.550234,0.142969,0.93435,0.642183,0.642183,0.96,1.0,0.498036,0.144147,0.224464,20,0,0,0.642183,0,0,SUCCESS
pair_410,323,296,324,296,1.0,1,0.777526,0.41536,0.141793,0.954271,0.613295,0.613295,1.02,2.0,0.507461,0.105835,0.172567,20,0,0,0.613295,0,0,SUCCESS
pair_411,506,866,506,866,0.0,1,0.812994,0.643494,0.155324,0.957207,0.676403,0.676403,0.94,1.0,0.517367,0.159036,0.23512,20,0,0,0.676403,0,0,SUCCESS
pair_412,252,189,252,189,0.0,1,0.770684,0.506413,0.147013,0.91223,0.621404,0.621404,1.02,0.0,0.466899,0.154506,0.248639,20,0,0,0.621404,0,0,SUCCESS
pair_413,813,793,814,794,1.4142,1,0.742183,0.434162,0.139555,0.965348,0.604686,0.604686,0.98,-2.0,0.463377,0.141309,0.23369,20,0,0,0.604686,0,0,SUCCESS
pair_414,231,429,232,430,1.4142,1,0.742773,0.450253,0.148894,0.960691,0.609077,0.609077,0.98,-1.0,0.498944,0.110133,0.180819,20,0,0,0.609077,0,0,SUCCESS
pair_415,260,374,261,374,1.0,1,0.698876,0.451433,0.141338,0.952677,0.58864,0.58864,1.02,-1.0,0.526662,0.061977,0.105289,20,0,0,0.58864,0,0,SUCCESS
pair_416,667,393,667,393,0.0,1,0.808539,0.662611,0.167971,0.949824,0.679497,0.633108,1.045,-0.5,0.460954,0.172154,0.271919,20,1,8,0.645108,0,1,SUCCESS
pair_417,513,701,513,701,0.0,1,0.747595,0.472255,0.148373,0.909231,0.60501,0.60501,1.04,-1.0,0.462341,0.142669,0.235813,20,0,0,0.60501,0,0,SUCCESS
pair_418,712,191,713,191,1.0,1,0.791963,0.447874,0.14166,0.980579,0.630808,0.630808,1.06,2.0,0.486846,0.143961,0.228218,20,0,0,0.630808,0,0,SUCCESS
pair_419,238,214,238,214,0.0,1,0.742776,0.541436,0.149849,0.92229,0.619825,0.619825,0.98,1.0,0.467765,0.152061,0.245328,20,0,0,0.619825,0,0,SUCCESS
pair_420,509,672,509,672,0.0,1,0.727966,0.611686,0.171086,0.915039,0.630748,0.630748,1.02,-1.0,0.441825,0.188924,0.299523,20,0,0,0.630748,0,0,SUCCESS
pair_421,857,353,857,353,0.0,1,0.77442,0.611389,0.168187,0.938637,0.653411,0.653411,1.02,1.0,0.481802,0.171608,0.262635,20,0,0,0.653411,0,0,SUCCESS
pair_422,547,876,548,876,1.0,1,0.703712,0.468574,0.145079,0.948809,0.593977,0.593977,0.94,1.0,0.494773,0.099204,0.167016,20,0,0,0.593977,0,0,SUCCESS
pair_423,797,425,797,425,0.0,1,0.774615,0.600171,0.152174,0.932657,0.646846,0.646846,0.94,1.0,0.565694,0.081153,0.125459,20,0,0,0.646846,0,0,SUCCESS
pair_424,637,284,637,283,1.0,1,0.694939,0.465839,0.138804,0.962663,0.591437,0.591437,0.94,1.0,0.490585,0.100852,0.17052,20,0,0,0.591437,0,0,SUCCESS
pair_425,627,320,627,320,0.0,1,0.741338,0.619516,0.16205,0.921981,0.637245,0.593157,0.995,0.5,0.438852,0.154305,0.260142,20,1,8,0.605157,0,1,SUCCESS
pair_426,875,245,875,245,0.0,1,0.777542,0.664425,0.166979,0.945653,0.666428,0.621839,0.955,1.5,0.458738,0.163101,0.262288,20,1,8,0.633839,0,1,SUCCESS
pair_427,5,257,5,257,0.0,1,0.777077,0.606419,0.155021,0.945951,0.652309,0.652309,0.96,1.0,0.45558,0.196728,0.301588,20,0,0,0.652309,0,0,SUCCESS
pair_428,367,385,368,386,1.4142,1,0.701256,0.470895,0.147137,0.958953,0.595899,0.595899,1.02,2.0,0.470601,0.125298,0.210268,20,0,0,0.595899,0,0,SUCCESS
pair_429,630,131,630,131,0.0,1,0.753346,0.645957,0.166992,0.916379,0.647204,0.604365,1.015,-0.5,0.427119,0.177246,0.293276,20,1,8,0.616365,0,1,SUCCESS
pair_430,367,137,367,137,0.0,1,0.806926,0.545013,0.140718,0.94396,0.648709,0.595451,0.995,-0.5,0.423798,0.171653,0.288275,20,1,8,0.607451,0,1,SUCCESS
pair_431,660,412,661,413,1.4142,1,0.731822,0.410048,0.138941,0.933549,0.589236,0.589236,0.98,1.0,0.503031,0.086205,0.1463,20,0,0,0.589236,0,0,SUCCESS
pair_432,425,159,425,159,0.0,1,0.839524,0.653111,0.155823,0.938007,0.685198,0.636768,0.995,-1.0,0.580714,0.056054,0.08803,20,1,8,0.648768,1,0,SUCCESS
pair_433,497,630,497,630,0.0,1,0.760403,0.648719,0.168808,0.92815,0.653296,0.609745,1.035,1.0,0.421174,0.188571,0.309262,20,1,8,0.621745,0,1,SUCCESS
pair_434,45,607,45,607,0.0,1,0.788511,0.68884,0.165389,0.925354,0.671321,0.671321,1.04,0.0,0.519934,0.151387,0.225506,20,0,0,0.671321,0,0,SUCCESS
pair_435,398,281,399,281,1.0,1,0.735682,0.430892,0.142166,0.92323,0.59353,0.59353,0.98,1.0,0.480943,0.112588,0.189691,20,0,0,0.59353,0,0,SUCCESS
